unique_id,project_subtype,project_subtype_two,archive_filename,start_date,estimated_completion_date,actual_completion_date,estimated_duration,actual_duration,fiscal_year,estimated_cost,estimated_cost_nocontingency,final_cost,cost_pct0,schedule_pct0,expenditure_pct0,cost_pct10,schedule_pct10,expenditure_pct10,cost_pct20,schedule_pct20,expenditure_pct20,cost_pct30,schedule_pct30,expenditure_pct30,cost_pct40,schedule_pct40,expenditure_pct40,cost_pct50,schedule_pct50,expenditure_pct50,cost_pct60,schedule_pct60,expenditure_pct60,cost_pct70,schedule_pct70,expenditure_pct70,cost_pct80,schedule_pct80,expenditure_pct80,cost_pct90,schedule_pct90,expenditure_pct90
"1003_military working dog relocation, apra harbor",General buildings,Kennels,"MilCon Status Report - January, 2013.xlsx",2010-10-13,2012-09-28,2014-03-31,716 days,1265 days,2010.0,11792000.0,11230476.19047619,10431000.0,,,,,,,0.8087813772048846,1.0,0.8707698207266801,0.8087813772048846,1.0,0.8707698207266801,0.8087813772048846,1.0,0.8707698207266801,0.8705775101763907,1.7667597765363128,0.9373022720736267,0.914297829036635,1.7667597765363128,0.9843735020611638,0.9236473880597015,1.7667597765363128,0.9944396510401687,0.9239145183175034,1.7667597765363128,0.9947272552967117,0.9288119063772049,1.7667597765363128,1.0
"101_maintenance shop, wheeled",Vehicle depot/maintenance,,"MilCon Status Report - January, 2013.xlsx",2010-10-14,2012-10-14,2013-09-30,731 days,1082 days,2010.0,15940000.0,15180952.38095238,14707000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9687797992471769,1.4801641586867305,1.0
"101_north ramp parking, inc 1 of 2",Aviation infrastructure,Apron,"MilCon Status Report - January, 2013.xlsx",2011-04-20,2014-01-15,2014-07-21,1001 days,1188 days,2010.0,88797000.0,84568571.42857142,85737000.0,,,,,,,,,,,,,,,,0.9932649751680801,1.1868131868131868,0.9797287052264483,0.9935132943680531,1.1868131868131868,0.9799736403186489,0.9935132943680531,1.1868131868131868,0.9799736403186489,,,,0.9947667150917262,1.1868131868131868,0.9812099793554708
101_road improvements camp allen area,Road,Road,"MilCon Status Report - January, 2013.xlsx",2011-02-28,2011-09-21,2012-01-27,205 days,333 days,2011.0,1381000.0,1315238.095238095,1326000.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0066618392469229,1.6243902439024391,0.9984917043740573,1.008182476466329,1.6243902439024391,1.0
"1011_bachelor enlisted quarters, camp johnson",General buildings,Barracks,"MilCon Status Report - January, 2013.xlsx",2009-07-02,2011-08-19,2013-02-06,778 days,1315 days,2009.0,28702000.0,27335238.09523809,36261000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3265295101386665,1.7776349614395888,1.0
1012_anglico operations complex,General buildings,Command facility/ops centre,"MilCon Status Report - January, 2013.xlsx",2010-10-12,2013-01-25,2013-10-31,836 days,1115 days,2010.0,26348000.0,25093333.33333333,23525000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.9367029755579173,1.167464114832536,0.9991498405951116,0.9356269925611054,1.3337320574162679,0.9980021253985122
1014_truck company operations complex,General buildings,Command facility/ops centre,"MilCon Status Report - January, 2013.xlsx",2011-10-06,2013-09-21,2013-10-06,716 days,731 days,2011.0,52425000.0,49928571.42857143,50753000.0,,,,0.9961831187410586,1.020949720670391,0.9800011821961263,0.9901344778254648,1.020949720670391,0.974050795026895,0.9952017167381974,1.020949720670391,0.9790357220262842,0.9970443490701001,1.020949720670391,0.9808484227533347,0.9995679542203146,1.020949720670391,0.9833310346186432,1.011244635193133,1.020949720670391,0.9948180403128879,1.011805436337625,1.020949720670391,0.995369731838512,,,,1.0165121602288982,1.020949720670391,1.0
"1016_bachelor enlisted quarters, camp johnson",General buildings,Barracks,"MilCon Status Report - January, 2013.xlsx",2009-07-02,2011-08-19,2013-02-06,778 days,1315 days,2009.0,17949000.0,17094285.71428571,22863000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3374644827009865,1.7776349614395888,1.0
1016_reconnaisance bn operations complex,General buildings,Command facility/ops centre,"MilCon Status Report - January, 2013.xlsx",2010-10-12,2013-01-25,2013-10-31,836 days,1115 days,2010.0,81206000.0,77339047.61904761,74281000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.9562052065118342,1.167464114832536,0.9955708727669256,0.9604592025219812,1.3337320574162679,1.0
"1017_bachelor enlisted quarters, french creek",General buildings,Barracks,"MilCon Status Report - January, 2013.xlsx",2009-07-02,2011-08-19,2013-04-15,778 days,1383 days,2009.0,21937000.0,20892380.95238095,31648000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5148105939736518,1.7776349614395888,1.0
1019_comm/elec maintenance facilities,General buildings,Engineering/equipment maintenance facility,"MilCon Status Report - January, 2013.xlsx",2010-10-07,2012-04-02,2013-06-10,543 days,977 days,2010.0,12911000.0,12296190.47619048,13122000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0330841917744555,1.7992633517495396,0.9680688919372047
10279_urban assault course,Training facility,Battle course,"MilCon Status Report - March, 2014 .xlsx",2010-12-01,2011-08-08,2011-08-08,250 days,250 days,2010.0,2980000000.0,2838095238.095238,2351754000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8286381543624161,1.0,1.0
"1029_wftbn support facilities, edson range",Training facility,Training complex,"MilCon Status Report - January, 2013.xlsx",2010-08-31,2012-03-09,2013-03-04,556 days,916 days,2010.0,16282000.0,15506666.66666667,14470000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9331470335339637,1.6474820143884892,1.0
"103_maintenance sunshades, wheeled",Military site infrastructure,Canopy,"MilCon Status Report - January, 2013.xlsx",2010-10-13,2012-10-13,2013-01-28,731 days,838 days,2010.0,14455000.0,13766666.66666667,13008000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9408958837772395,1.146374829001368,0.9957718327183271
"1033_enlisted dining facility, edson range",General buildings,Mess hall,"MilCon Status Report - January, 2013.xlsx",2010-09-24,2012-09-24,2013-04-30,731 days,949 days,2010.0,38259000.0,36437142.85714286,34934000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.957402179879244,1.2982216142270862,0.998597355012309,0.9587469614992551,1.2982216142270862,1.0
1034_2nd intel bn operations complex,General buildings,Information systems facility,"MilCon Status Report - January, 2013.xlsx",2011-07-13,2014-02-28,2014-12-15,961 days,1251 days,2011.0,79767000.0,75968571.42857142,80091000.0,,,,1.0047970965436837,1.028095733610822,0.953078373350314,1.0231467900259508,1.0426638917793964,0.9704835749335131,1.0233047500846215,1.0426638917793964,0.9706334045023786,1.0234890368197376,1.0426638917793964,0.9708082056660549,1.0236469968784085,1.0426638917793964,0.9709580352349203,1.0238312836135246,1.0426638917793964,0.9711328363985966,1.0536067546729853,1.3017689906347554,0.9993757101297275,1.0540674715107752,1.3017689906347554,0.9998127130389183,1.0542649215841138,1.3017689906347554,1.0
"104_comm/elec maintenance & storage, horno",General buildings,Engineering/equipment maintenance facility,"MilCon Status Report - January, 2013.xlsx",2009-07-14,2011-01-06,2011-03-18,541 days,612 days,2009.0,9751000.0,9286666.666666666,9497000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0226489590811199,1.1312384473197783,1.0
1040_intersection bridge and improvements,Road,Bridge,"MilCon Status Report - January, 2013.xlsx",2012-09-07,2013-09-27,2014-06-24,385 days,655 days,2012.0,11432000.0,10887619.04761905,13973000.0,0.9928708887333797,1.0,0.7736348672439706,0.9954426172148353,1.0,0.7756387318399771,,,,1.0184963261021691,1.0,0.7936019466113219,1.0292424772568227,1.0,0.8019752379589208,,,,1.1016182645206436,1.0,0.8583697130179632,1.283384359692092,1.7012987012987013,1.0,1.283384359692092,1.7012987012987013,1.0,1.2832006648005596,1.7012987012987013,0.999856866814571
1041_expansion of srttp to 7.5 mgd,Water,Water treatment,"MilCon Status Report - January, 2013.xlsx",2010-10-12,2012-10-12,2015-08-21,731 days,1774 days,2010.0,51114000.0,48680000.0,45846000.0,,,,,,,,,,,,,,,,,,,0.9003697617091208,1.6580027359781122,0.956026698076168,0.934531635168447,1.6580027359781122,0.992300309732583,0.9391741988496303,2.426812585499316,0.9972298564760285,0.9417830731306491,2.426812585499316,1.0
"1047_bachelor enlisted quarters, hadnot point",General buildings,Barracks,"MilCon Status Report - January, 2013.xlsx",2009-07-02,2011-08-19,2013-04-15,778 days,1383 days,2009.0,25273000.0,24069523.80952381,37431000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.555120088632137,1.7776349614395888,1.0
"105_netwarcom facility, bldg lf-18, nsn",General buildings,Command facility/ops centre,"MilCon Status Report - January, 2013.xlsx",2009-10-13,2010-08-25,2012-05-16,316 days,946 days,2009.0,2000000.0,1904761.904761905,1900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9974999999999998,2.9936708860759493,1.0
105_reserve training center,General buildings,Reserve/readiness centre,"MilCon Status Report - January, 2013.xlsx",2010-07-14,2011-07-13,2011-09-02,364 days,415 days,2010.0,2666000.0,2539047.619047619,2662000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0484246061515379,1.14010989010989,1.0
"1067_bachelor enlisted quarters, las flores",General buildings,Barracks,"MilCon Status Report - January, 2013.xlsx",2010-10-12,2013-01-25,2013-10-31,836 days,1115 days,2010.0,41375000.0,39404761.9047619,37951000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9609752265861028,1.3337320574162679,0.9977866195884166
"1069_recruit barracks, edson range",General buildings,Barracks,"MilCon Status Report - January, 2013.xlsx",2010-10-05,2012-10-16,2013-03-04,742 days,881 days,2010.0,48523000.0,46212380.95238095,44721000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9677276755353132,1.1873315363881403,1.0
107_aviation transmitter/receiver site,Communications system,,"MilCon Status Report - January, 2013.xlsx",2011-08-12,2013-01-19,2014-03-14,526 days,945 days,2010.0,10261000.0,9772380.952380951,9541000.0,,,,,,,,,,,,,,,,,,,,,,0.8943572751193841,1.0,0.9160465360025155,0.9735600818633662,1.1920152091254752,0.9971701079551409,0.9763229704707145,1.796577946768061,1.0
107_comm/elect maintenance/storage,General buildings,Engineering/equipment maintenance facility,"MilCon Status Report - January, 2013.xlsx",2010-10-14,2012-10-14,2013-03-30,731 days,898 days,2010.0,13564000.0,12918095.23809524,12554000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9715828664110879,1.5622435020519836,0.9997610323402899
1084_enlisted dining facility,General buildings,Mess hall,"MilCon Status Report - January, 2013.xlsx",2010-09-24,2012-09-24,2013-04-30,731 days,949 days,2010.0,32421000.0,30877142.85714285,30130000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.9644350883686501,1.2982216142270862,0.9883504812479257,0.9754140834644214,1.2982216142270862,0.9996017258546299
"1086_recruit barracks, field/k-span",General buildings,Barracks,"MilCon Status Report - January, 2013.xlsx",2010-09-21,2012-09-30,2014-05-22,740 days,1339 days,2010.0,20164000.0,19203809.52380952,19874000.0,,,,,,,,,,,,,,,,0.9631943066851818,1.1378378378378378,0.9307134950186173,0.9738171989684589,1.1378378378378378,0.9409781624232666,0.9561123784963304,1.1486486486486487,0.9238703834155177,0.9602782186074195,1.1486486486486487,0.9278957431820469,1.0348467565959139,1.8094594594594595,0.9999496830029184
109_cnat/frs aviation training and beq,Training facility,Aviation training complex,"MilCon Status Report - January, 2013.xlsx",2011-09-26,2014-01-08,2014-06-23,835 days,1001 days,2011.0,51999000.0,49522857.14285714,45733000.0,,,,,,,0.891184445854728,1.0,0.9650361883104104,0.8928402469278256,1.0,0.9668292042944919,0.8987768995557607,1.0407185628742515,0.9732578225788817,,,,0.9016038769976346,1.0407185628742515,0.9763190693809721,0.8972826400507702,1.0407185628742515,0.9716397349834911,0.9022096578780361,1.1497005988023952,0.976975050838563,0.9234725667801305,1.1988023952095808,1.0
1093_communications upgrades,Communications system,,"MilCon Status Report - January, 2013.xlsx",2010-10-12,2012-10-21,2014-11-06,740 days,1486 days,2010.0,71427000.0,68025714.28571428,73089000.0,,,,,,,,,,,,,,,,,,,,,,,,,1.024906547944055,1.6594594594594594,0.953905512457415,1.0559830316266958,2.0081081081081082,0.9828291534977903
1094_electrical distribution system,Electrical,Energy transmission,"MilCon Status Report - January, 2013.xlsx",2010-10-12,2012-10-21,2014-02-21,740 days,1228 days,2010.0,73986000.0,70462857.14285713,78735000.0,,,,,,,,,,,,,,,,,,,0.9675735950044604,1.6594594594594594,0.8659173175843018,0.9788845186927257,1.6594594594594594,0.8760398806121801,1.1173972102830267,2.0081081081081082,1.0,0.9817796610169492,1.6594594594594594,0.878630850320696
110_replace condemned coatings laboratory,General buildings,Lab,"MilCon Status Report - January, 2013.xlsx",2012-09-11,2013-08-28,2014-05-30,351 days,626 days,2012.0,3805000.0,3623809.523809524,3998000.0,1.0190932982917214,1.0,0.923711855927964,1.0309592641261498,1.0,0.9344672336168084,1.0323390275952693,1.0,0.9357178589294647,1.0350985545335085,1.0,0.9382191095547774,,,,1.0447568988173457,1.433048433048433,0.9469734867433717,,,,,,,,,,1.1032588699080157,1.7834757834757835,1.0
1100_wounded warrior battalion headquarters,General buildings,Administration/office,"MilCon Status Report - January, 2013.xlsx",2009-10-14,2011-10-15,2011-10-15,731 days,731 days,2009.0,9452000.0,9001904.761904761,8865000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9847915785019045,1.0,1.0
1101_replace interior passenger lift quarters #6,General buildings,Barracks,"MilCon Status Report - January, 2013.xlsx",2011-01-28,2011-05-13,2011-08-31,105 days,215 days,2011.0,41000.0,39047.61904761905,39000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9987804878048779,2.0476190476190474,1.0
1101_wholehouse revitalization - sakura tower,Housing,,"MilCon Status Report - January, 2013.xlsx",2011-07-15,2012-12-03,2013-01-20,507 days,555 days,2011.0,17378000.0,16550476.19047619,16915000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0220249741051906,1.0946745562130178,1.0
1102_wholehouse improvement,Housing,,"MilCon Status Report - January, 2013.xlsx",2011-07-10,2012-10-17,2013-02-14,465 days,585 days,2011.0,8127000.0,7740000.0,6990000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9031007751937985,1.2580645161290323,1.0
"1104_bachelor enlisted quarters, hadnot point",General buildings,Barracks,"MilCon Status Report - January, 2013.xlsx",2009-07-02,2011-08-19,2013-02-06,778 days,1315 days,2009.0,27044000.0,25756190.47619048,39311000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5262738500221857,1.7776349614395888,1.0
"1109_bachelor enlisted quarters, las flores",General buildings,Barracks,"MilCon Status Report - January, 2013.xlsx",2011-10-13,2013-10-13,2014-05-26,731 days,956 days,2011.0,36173000.0,34450476.19047619,34356000.0,,,,,,,0.9855016172283195,1.1012311901504788,0.9882116660845267,0.9859660520277557,1.1012311901504788,0.9886773780416812,0.9860821607276147,1.1012311901504788,0.9887938060309699,0.9862563237774031,1.1012311901504788,0.9889684480149028,0.9864304868271917,1.1012311901504788,0.9891430899988357,,,,0.9874174107759932,1.2038303693570451,0.9901327279077891,0.9852403726536368,1.5047879616963065,0.9879497031086273
111_mals-39 maintenance hangar expansion,General buildings,Hangar,"MilCon Status Report - January, 2013.xlsx",2011-07-06,2013-03-13,2013-10-29,616 days,846 days,2011.0,47061000.0,44820000.0,33367000.0,,,,,,,,,,,,,,,,0.6285586791610888,1.1022727272727273,0.8443072496778254,0.6311021865238733,1.1022727272727273,0.8477237989630473,0.6352967425256582,1.155844155844156,0.8533581083106063,0.7439982150825525,1.3733766233766234,0.9993706356579855,0.7444667559125391,1.3733766233766234,1.0
"1112_bachelor enlisted quarters, 22 area",General buildings,Barracks,"MilCon Status Report - January, 2013.xlsx",2009-10-06,2011-06-06,2012-03-05,608 days,881 days,2009.0,44838000.0,42702857.14285714,44756000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0480797537802757,1.449013157894737,1.0
"1113_bachelor enlisted quarters, 24 area",General buildings,Barracks,"MilCon Status Report - January, 2013.xlsx",2011-10-13,2013-10-13,2014-05-26,731 days,956 days,2011.0,41889000.0,39894285.71428571,39552000.0,,,,,,,0.980165437226957,1.1012311901504788,0.9886478559870551,0.980240635966483,1.1012311901504788,0.9887237055016181,0.980716894650147,1.1012311901504788,0.9892040857605178,0.9809926233617419,1.1012311901504788,0.9894822006472492,,,,0.9816443457709663,1.1012311901504788,0.9901395631067961,0.9829227243429064,1.2038303693570451,0.9914290048543689,0.9812432858268282,1.5047879616963065,0.9897350323624595
"1113_child development center, hadnot point",General buildings,Child care building,"MilCon Status Report - January, 2013.xlsx",2009-09-25,2011-07-27,2012-12-09,670 days,1171 days,2009.0,7725000.0,7357142.857142857,10255000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3938834951456311,1.7477611940298508,1.0
"1114_bachelor enlisted quarters, 33 area",General buildings,Barracks,"MilCon Status Report - January, 2013.xlsx",2009-10-09,2011-03-19,2011-08-19,526 days,679 days,2009.0,29198000.0,27807619.04761904,29747000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0697427906020962,1.290874524714829,1.0
"1115_bachelor enlisted quarters, las pulgas area",General buildings,Barracks,"MilCon Status Report - January, 2013.xlsx",2009-08-10,2011-08-04,2011-08-04,724 days,724 days,2009.0,15046000.0,14329523.80952381,13588000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9482520271168416,1.0,1.0
"1116_bachelor enlisted quarters, 62 area",General buildings,Barracks,"MilCon Status Report - January, 2013.xlsx",2009-08-28,2011-08-22,2012-12-06,724 days,1196 days,2009.0,24989000.0,23799047.61904762,24558000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0318900316139101,1.6519337016574585,1.0
112V_maritime subsurface sensor ops facility,Subsurface sensor facility,,"MilCon Status Report - January, 2013.xlsx",2009-05-22,2010-11-29,2011-05-01,556 days,709 days,2009.0,13320000.0,12685714.28571428,12984000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.023513513513514,1.275179856115108,1.0
113_mv-22 aviation simulator building,Training facility,Flight simulator,"MilCon Status Report - November, 2013.xlsx",2013-06-27,2014-09-21,2014-09-21,451 days,451 days,2013.0,4380000.0,4171428.571428571,4140000.0,0.9924657534246577,1.0,1.0,0.9632191780821919,1.0,0.9705314009661836,0.970650684931507,1.0,0.9780193236714976,,,,0.970650684931507,1.0,0.9780193236714976,,,,0.970650684931507,1.0,0.9780193236714976,0.9656164383561645,1.0,0.9729468599033816,0.9699315068493152,1.0,0.9772946859903382,0.9800000000000001,1.0,0.9874396135265701
113_water/ww tds/toc corrosion control,Water,Water treatment,"MilCon Status Report - January, 2013.xlsx",2010-07-05,2012-12-03,2013-08-30,882 days,1152 days,2009.0,52393000.0,49898095.23809524,50027000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.002583360372569,1.3061224489795917,1.0
1136_modifications of k-ranges phase 2,,,"MilCon Status Report - January, 2013.xlsx",2010-10-11,2012-04-19,2013-05-27,556 days,959 days,2009.0,14049000.0,13380000.0,14142000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.041778774289985,1.724820143884892,0.985645594682506
114_arra-install photovoltaic systems,Solar power,,"MilCon Status Report - January, 2013.xlsx",2009-07-13,2009-11-30,2012-12-21,140 days,1257 days,2009.0,26098000.0,24855238.09523809,23502000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9441068281094339,8.978571428571428,0.9984682154710237
"114_dining facility, north mainside",General buildings,Mess hall,"MilCon Status Report - January, 2013.xlsx",2010-10-12,2012-10-12,2013-06-17,731 days,979 days,2010.0,17260000.0,16438095.23809524,17989000.0,,,,,,,,,,,,,,,,,,,1.0209820393974507,1.3392612859097128,0.9329590305186503,1.021225376593279,1.3392612859097128,0.9331813886263828,,,,1.0942873696407878,1.3392612859097128,0.9999444104730669
115_multi-purpose flight simulator,Training facility,Flight simulator,"MilCon Status Report - January, 2013.xlsx",2010-10-13,2011-10-20,2011-10-20,372 days,372 days,2010.0,6254000.0,5956190.476190476,6768000.0,,,,,,,,,,,,,,,,,,,,,,,,,1.1362967700671571,1.0,1.0,1.0639350815478095,1.0,0.9363179669030733
116_arra-steam plant decentralization,Thermal power,Steam power plant,"MilCon Status Report - January, 2013.xlsx",2010-07-29,2013-01-13,2013-01-13,899 days,899 days,2009.0,12982000.0,12363809.52380952,14367000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1620204899091051,1.0,1.0
"116_bachelor enlisted quarters, 1st tanks",General buildings,Barracks,"MilCon Status Report - January, 2013.xlsx",2010-10-12,2012-10-12,2013-06-17,731 days,979 days,2010.0,38546000.0,36710476.19047619,36850000.0,,,,,,,,,,,,,,,,,,,,,,0.982825714730452,1.3392612859097128,0.9791044776119403,0.9830436361749599,1.3392612859097128,0.9793215739484397,1.0038006537643336,1.3392612859097128,1.0
116_mv-22 aviation pavement,Aviation infrastructure,Apron,"MilCon Status Report - January, 2013.xlsx",2012-07-26,2014-01-03,2014-02-27,526 days,581 days,2012.0,14938000.0,14226666.66666667,9645000.0,0.6438612933458293,1.0,0.9497148781752203,0.6704311152764759,1.1045627376425855,0.9889061689994816,,,,,,,0.6714151827553888,1.1045627376425855,0.990357698289269,,,,0.6753514526710401,1.1045627376425855,0.9961638154484189,,,,,,,0.6779522024367384,1.1045627376425855,1.0
1160_physical fitness center,General buildings,Fitness facility,"MilCon Status Report - January, 2013.xlsx",2010-04-06,2012-01-27,2013-05-10,661 days,1130 days,2010.0,22908000.0,21817142.85714285,21764000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9952265584075435,1.7095310136157338,0.9976566807572137
1188_marsoc child development center,General buildings,Child care building,"MilCon Status Report - January, 2013.xlsx",2009-09-10,2011-06-28,2012-01-08,656 days,850 days,2009.0,8512000.0,8106666.666666666,9579000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1763157894736842,1.295731707317073,0.995511013675749
"1193_bachelor enlisted quarters, hadnot point",General buildings,Barracks,"MilCon Status Report - January, 2013.xlsx",2009-07-02,2011-08-19,2013-02-06,778 days,1315 days,2009.0,24778000.0,23598095.23809524,34446000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.459651707159577,1.7776349614395888,0.9999709690530105
"1194_bachelor enlisted quarters, wallace creek",General buildings,Barracks,"MilCon Status Report - January, 2013.xlsx",2010-03-11,2012-10-27,2013-10-03,961 days,1302 days,2010.0,24810000.0,23628571.42857143,31878000.0,,,,,,,,,,,,,,,,,,,,,,,,,1.3417230955259976,1.3548387096774193,0.9945103205972771,1.3208585247883917,1.3548387096774193,0.9790451094798921
"1195_bachelor enlisted quarters, wallace creek",General buildings,Barracks,"MilCon Status Report - January, 2013.xlsx",2010-03-11,2012-10-27,2013-10-03,961 days,1302 days,2010.0,25300000.0,24095238.09523809,32126000.0,,,,,,,,,,,,,,,,,,,,,,,,,1.3261126482213441,1.3548387096774193,0.9946149536201208,1.3323794466403165,1.3548387096774193,0.9993151964141194
"1196_bachelor enlisted quarters, wallace creek",General buildings,Barracks,"MilCon Status Report - January, 2013.xlsx",2010-03-11,2012-10-27,2013-10-03,961 days,1302 days,2010.0,25300000.0,24095238.09523809,32220000.0,,,,,,,,,,,,,,,,,,,,,,1.3371521739130439,1.2372528616024974,0.9999689633767846,1.3371521739130439,1.3548387096774193,0.9999689633767846,1.3352845849802375,1.3548387096774193,0.9985723153320919
"1197_bachelor enlisted quarters, wallace creek",General buildings,Barracks,"MilCon Status Report - January, 2013.xlsx",2010-03-11,2012-10-27,2013-10-03,961 days,1302 days,2010.0,24047000.0,22901904.76190476,29118000.0,,,,,,,,,,,,,,,,,,,,,,1.2701126959703914,1.2372528616024974,0.9989697094580672,1.2702000249511374,1.3548387096774193,0.999038395494196,1.271422630681582,1.3548387096774193,1.0
120_construct additional berthing for socom,Port infrastructure,Berthing,"MilCon Status Report - January, 2013.xlsx",2010-08-23,2011-02-01,2011-02-01,162 days,162 days,2010.0,872000.0,830476.1904761904,1589000.0,,,,,,,,,,,,,,,,,,,,,,,,,1.9133600917431195,1.0,1.0,1.9133600917431195,1.0,1.0
1200_marine corps energy initiative,,,"MilCon Status Report - January, 2013.xlsx",2011-08-09,2012-08-04,2014-01-16,361 days,891 days,2011.0,9779000.0,9313333.333333332,9569000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0272369362920546,2.46814404432133,0.9997909917441739
"1201_conversion, on-base high rise (3042) from 2 br to 4 br",Housing,,"MilCon Status Report - January, 2013.xlsx",2012-10-10,2013-08-26,2013-11-22,320 days,408 days,2012.0,5990000.0,5704761.904761905,5654000.0,0.954465776293823,1.0,0.9630350194552529,,,,0.9698914858096828,1.0625,0.9785992217898832,,,,0.9700667779632721,1.0625,0.9787760877255041,,,,,,,0.9884724540901503,1.275,0.997347010965688,0.990575959933222,1.275,0.9994694021931376,0.99110183639399,1.275,1.0
"1201_wholehouse revitalization, himawari heights hi rise (4309)",Housing,,"MilCon Status Report - January, 2013.xlsx",2012-08-01,2014-01-13,2014-01-13,530 days,530 days,2012.0,19730000.0,18790476.19047619,18773000.0,0.9971540800810947,1.0,0.9980823523144943,,,,,,,,,,,,,0.9971540800810947,1.0,0.9980823523144943,,,,,,,,,,0.9990699442473391,1.0,1.0
"1202_wholehouse revitalization, high rise (bldg 3050)",Housing,,"MilCon Status Report - January, 2013.xlsx",2012-08-29,2013-12-09,2014-07-01,467 days,671 days,2012.0,17540000.0,16704761.9047619,14942000.0,0.8944754846066137,1.1349036402569592,1.0,0.8944754846066137,1.2419700214132763,1.0,,,,0.8944754846066137,1.436830835117773,1.0,,,,0.8944754846066137,1.436830835117773,1.0,,,,0.8944754846066137,1.436830835117773,1.0,,,,0.8944754846066137,1.436830835117773,1.0
"121_maintenance shop, tracked",Vehicle depot/maintenance,,"MilCon Status Report - January, 2013.xlsx",2010-10-08,2012-10-13,2013-09-30,736 days,1088 days,2010.0,20672000.0,19687619.04761905,18486000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9389657507739938,1.4782608695652173,1.0
"1210_install window shutters, 146 units at new apra",Military site infrastructure,Window shutters,"MilCon Status Report - January, 2013.xlsx",2010-05-06,2010-11-19,2011-01-12,197 days,251 days,2010.0,1005000.0,957142.8571428572,977000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0207462686567164,1.2741116751269035,1.0
"1212_mess hall, hadnot point 400 area",General buildings,Mess hall,"MilCon Status Report - January, 2013.xlsx",2009-08-14,2011-04-08,2012-01-05,602 days,874 days,2009.0,10862000.0,10344761.9047619,11675000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1285904989872957,1.451827242524917,1.0
